album_type,artists,album_name,total_tracks,explicit,is_local,name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
album,Trippie Redd,Trip At Knight,17,False,False,Baki,31,0.7140000000000001,0.662,10,-5.475,1,0.28300000000000003,0.355,0.0,0.4920000000000001,0.852,155.019,147096,4
single,Til,YEARFIXZ2021,1,False,False,YEARFIXZ2021,0,0.639,0.9640000000000001,5,-1.8030000000000002,1,0.293,0.307,0.0,0.44299999999999995,0.5479999999999999,120.645,464000,4
album,Trippie Redd,Trip At Knight,17,False,False,New Money,31,0.748,0.47700000000000004,10,-6.348,1,0.255,0.599,0.0,0.115,0.634,135.08,144009,4
single,Mikey D,2021Happy New Year To Everybody In The UK,1,True,False,2021 Happy New Year Year To Everybody In The UK,0,0.696,0.58,1,-5.05,0,0.33899999999999997,0.332,0.0,0.24100000000000002,0.281,147.878,86089,4
album,Trippie Redd,Trip At Knight,17,False,False,Space Time,31,0.6829999999999999,0.5579999999999999,8,-6.702000000000001,0,0.225,0.14800000000000002,0.0,0.174,0.77,144.02,119957,4
album,WoT Music Team,Holiday Ops 2021 (Original Game Soundtrack),36,False,False,New Year 2021 - Hangar Theme 1,2,0.0774,0.091,0,-27.489,1,0.0418,0.9840000000000001,0.7559999999999999,0.385,0.0377,80.348,252359,4
single,Icewear Vezzo~Sada Baby~Trippie Redd,"Captain Crunch (feat. Sada Baby, Babyface Ray, Icewear Vezzo)",1,True,False,"Captain Crunch (feat. Sada Baby, Babyface Ray, Icewear Vezzo)",29,0.789,0.612,11,-5.926,1,0.337,0.0573,0.0,0.106,0.568,156.037,250066,4
album,WoT Music Team,Holiday Ops 2021 (Original Game Soundtrack),36,False,False,New Year 2021 - Hangar Theme 2,2,0.0715,0.0836,0,-21.115,1,0.0398,0.977,0.856,0.0778,0.0369,77.483,280255,4
album,Trippie Redd,Trip At Knight,17,False,False,iPhone,30,0.6559999999999999,0.353,4,-7.129,0,0.165,0.239,0.0,0.11900000000000001,0.24600000000000002,70.418,121700,4
album,Franck Pourcel,"Amour, danse et violons n°54: La femme romantique (Remasterisé en 2021)",12,False,False,What's Another Year - Remasterisé en 2021,1,0.381,0.737,9,-6.176,0,0.0365,0.604,0.8270000000000001,0.6559999999999999,0.327,101.169,204953,4
single,YoungBoy Never Broke Again,Nevada,1,True,False,Nevada,73,0.777,0.59,0,-8.741,0,0.28600000000000003,0.397,0.0,0.16899999999999998,0.23800000000000002,147.97799999999995,155738,4
single,Shikha Singh,Happy New Year 2 You 2021,1,False,False,Happy New Year 2 You 2021,0,0.708,0.8540000000000001,4,-4.112,1,0.0989,0.196,0.0,0.138,0.731,99.98899999999999,284410,4
album,Los Legendarios,Los Legendarios 001,19,False,False,Fiel,87,0.8490000000000001,0.701,6,-4.407,0,0.06,0.40700000000000003,0.0,0.11199999999999999,0.505,98.005,261667,4
single,Ronin705,Afraid FREEVERSE (HAPPY NEW YEAR 2021!!!),1,True,False,Afraid FREEVERSE (HAPPY NEW YEAR 2021!!!),0,0.532,0.5379999999999999,2,-9.642999999999999,1,0.305,0.48,0.0,0.139,0.373,112.09100000000001,354847,5
single,blackbear,misery lake,6,True,False,alone in a room full of people,72,0.637,0.853,4,-4.013999999999999,1,0.0853,0.2,0.0,0.311,0.648,162.093,154814,4
album,She77 on the bea7,Free Type Beat Trap 2021,28,False,False,Piano Type Beat .Year. Instrumental 2021,12,0.852,0.302,3,-10.062000000000001,0,0.0444,0.628,0.945,0.11,0.14,120.00200000000001,162271,4
album,Billie Eilish,Happier Than Ever,16,False,False,my future,79,0.456,0.285,8,-10.755,1,0.0979,0.8140000000000001,0.14300000000000002,0.307,0.0809,104.89,210005,4
single,Iwil.Iam En,Momentum of a Photon,2,False,False,Year 2021 (movie dialog) space optimist,0,0.679,0.89,5,-5.4,0,0.16899999999999998,0.027999999999999997,0.00872,0.12,0.355,144.961,202460,4
single,Remble,Touchable,1,True,False,Touchable,74,0.7559999999999999,0.596,4,-9.644,1,0.452,0.5720000000000001,0.0,0.10099999999999999,0.6729999999999999,94.869,122648,4
single,Rafael Weizmann,The Year 2021 (Instrumental Remixes),2,False,False,The Year 2021 (Dance Remix Instrumental),0,0.615,0.997,7,-5.403,1,0.0577,0.024,0.96,0.0816,0.877,129.97299999999998,230349,4
album,Pop Smoke,Faith,20,True,False,Demeanor (feat. Dua Lipa),80,0.675,0.608,3,-6.934,0,0.10300000000000001,0.336,0.0,0.11,0.728,99.865,184800,4
album,WoT Music Team,Holiday Ops 2021 (Original Game Soundtrack),36,False,False,New Year 2021 - Hangar Theme 3,3,0.17800000000000002,0.135,0,-18.851,1,0.0371,0.97,0.812,0.0893,0.0326,85.197,289184,3
album,J. Cole,The Off-Season,12,True,False,i n t e r l u d e,75,0.77,0.574,1,-5.525,1,0.106,0.0617,0.0,0.10400000000000001,0.10400000000000001,98.962,133022,3
single,Big Maus,2021 Is the Year for Me,1,True,False,2021 Is the Year for Me,0,0.6409999999999999,0.33299999999999996,0,-14.375,1,0.258,0.226,0.0413,0.114,0.209,84.84,78766,4
single,blackbear,@ my worst,1,True,False,@ my worst,77,0.615,0.774,4,-5.152,0,0.0551,0.0173,0.0,0.15,0.336,136.887,191364,4
album,1Body Entertainment,THE #eNOCHmUZIK COLLECTION (DIGITAL JAZZ MUSIC),17,False,False,2021 YEAR OF THE DRAW IN,0,0.856,0.155,0,-15.875,1,0.138,0.023,0.355,0.0998,0.318,83.995,278847,4
album,Bo Burnham,Inside (The Songs),20,True,False,Shit,76,0.9390000000000001,0.687,10,-5.215,1,0.126,0.057999999999999996,0.0,0.10099999999999999,0.9359999999999999,120.022,78426,4
album,Kid Creole And The Coconuts,Doppelganger (Remastered 2021),12,False,False,The Seven Year Itch - Remastered 2021,0,0.7020000000000001,0.8170000000000001,1,-6.231,1,0.0814,0.47700000000000004,0.0,0.142,0.633,111.866,263307,4
single,Myke Towers~Sebastian Yatra,Pareja Del Año,1,False,False,Pareja Del Año,90,0.715,0.622,4,-5.102,0,0.046,0.163,0.0,0.0948,0.8079999999999999,80.015,195053,4
album,Usha Rani,Pyar Mamhar Me Bhail (2020),10,False,False,Jaan Happy New Year 2021 - 2020,0,0.687,0.7879999999999999,8,-10.052,1,0.0981,0.523,0.0,0.382,0.7190000000000001,134.922,297000,4
single,SEB,seaside_demo,1,False,False,seaside_demo,79,0.706,0.8240000000000001,0,-7.959,1,0.0694,0.355,0.000133,0.111,0.86,94.98,132000,4
single,Nitish Raj Yadav,A Sona Happy New Year 2021,1,False,False,A Sona Happy New Year 2021,0,0.575,0.963,10,-2.2159999999999997,0,0.0918,0.309,0.0,0.22399999999999998,0.9209999999999999,139.874,230690,4
single,Boney M.~Majestic,Rasputin,1,False,False,Rasputin,88,0.758,0.9129999999999999,6,-2.926,0,0.113,0.00364,6.92e-05,0.193,0.6579999999999999,128.04,186210,4
single,Rafael Weizmann,The Year 2021 (Instrumental Remixes),2,False,False,The Year 2021 (Kids Dancing Instrumental),0,0.633,0.988,7,-6.58,1,0.0367,0.0952,0.261,0.268,0.9620000000000001,130.019,230688,4
single,Miley Cyrus~The Kid LAROI,WITHOUT YOU (with Miley Cyrus),1,True,False,WITHOUT YOU (with Miley Cyrus),80,0.655,0.469,0,-6.2570000000000014,1,0.0292,0.17300000000000001,0.0,0.0956,0.467,92.56,161385,4
album,Naijaballan3,Winners Chapel Shiloh 2020,21,False,False,Your YEAR 2021 Expectation Miracles Praise,0,0.39899999999999997,0.614,10,-13.107999999999999,0,0.513,0.0882,0.0,0.455,0.331,137.188,1016477,4
single,Vance Joy,Missing Piece,1,False,False,Missing Piece,78,0.628,0.877,0,-4.205,1,0.046,0.0155,5.97e-06,0.113,0.721,101.992,217408,4
single,Pewdiecake2music,Happy new years/welcome to 2021,1,False,False,Happy new years/welcome to 2021,0,0.68,0.8009999999999999,9,-10.487,1,0.0827,6.11e-05,0.9009999999999999,0.11699999999999999,0.0865,110.04700000000001,235311,4
single,Bas~J. Cole,The Jackie (with J. Cole & Lil Tjay),1,True,False,The Jackie (with J. Cole & Lil Tjay),75,0.784,0.474,8,-6.138999999999999,1,0.0524,0.33299999999999996,0.0,0.278,0.64,128.012,204434,4
single,Ammon the Wind,The Year of the Sun 2021,1,False,False,The Year of the Sun 2021,0,0.598,0.769,5,-6.78,1,0.191,0.34600000000000003,0.0,0.275,0.9009999999999999,90.124,140867,4
single,Don Toliver,What You Need,1,True,False,What You Need,75,0.664,0.655,10,-7.327000000000001,0,0.0461,0.059000000000000004,2.4e-05,0.17,0.13,129.987,217609,4
album,WoT Music Team,Holiday Ops 2021 (Original Game Soundtrack),36,False,False,New Year 2021 - Hangar Guitar Theme,5,0.562,0.151,5,-18.205,1,0.0366,0.7909999999999999,0.82,0.10099999999999999,0.161,134.355,114990,5
single,Young Thug,Tick Tock,1,False,False,Tick Tock,49,0.9470000000000001,0.6779999999999999,11,-8.664,0,0.23399999999999999,0.00923,0.0,0.153,0.621,134.033,159240,4
single,TvaylatBot,Brawl Stars — Lunar New Year 2021,1,False,False,Brawl Stars — Lunar New Year 2021,10,0.4970000000000001,0.691,7,-10.812000000000001,0,0.0639,0.198,0.935,0.10300000000000001,0.41100000000000003,159.997,46811,4
album,Bo Burnham,Inside (The Songs),20,True,False,Goodbye,75,0.725,0.308,7,-9.941,1,0.039,0.604,0.0,0.121,0.154,126.061,249428,4
single,Ashwani Roddey~S P Sen,Happy New Year 2021 Party Song,1,False,False,Happy New Year 2021 Party Song,0,0.629,0.9570000000000001,1,-2.602,1,0.147,0.26,0.0,0.324,0.667,149.92,143672,4
single,Justin Bieber,Anyone,1,False,False,Anyone,80,0.6859999999999999,0.5379999999999999,2,-8.026,1,0.0345,0.18100000000000002,3.13e-06,0.113,0.584,115.884,190779,4
album,HONDALADY,Tokyo Vinyl (2021 Remaster),12,False,False,Teenage Of The Year - 2021 Remaster,0,0.579,0.9640000000000001,1,-3.353,0,0.0514,0.000196,0.0,0.183,0.562,127.979,245460,4
album,Pooh Shiesty,Shiesty Season - Spring Deluxe,21,True,False,"Switch it Up (feat. G Herbo, No More Heroes)",73,0.44299999999999995,0.731,0,-4.997,1,0.255,0.289,0.0,0.207,0.956,147.81799999999996,168649,4
album,Amaranta,Live Streaming New Year 2021 (Remastered),14,False,False,Promesas - Live Streaming New Year 2021 Remastered,13,0.522,0.6859999999999999,0,-10.350999999999999,1,0.16699999999999998,0.248,0.0,0.0933,0.494,129.813,437613,4
album,Billie Eilish,Happier Than Ever,16,True,False,OverHeated,78,0.777,0.522,8,-12.495999999999999,0,0.0535,0.527,0.838,0.0968,0.182,115.008,214059,4
single,Ademi Studio,Astrit Brahja Orkestrale happy new year 2021,1,False,False,Astrit Brahja Orkestrale happy new year 2021,0,0.625,0.7859999999999999,10,-8.891,0,0.0339,0.127,0.674,0.0703,0.97,98.477,134713,4
single,Belly~The Weeknd~Young Thug,Better Believe,1,True,False,Better Believe,78,0.797,0.573,0,-7.85,1,0.319,0.159,0.0,0.14400000000000002,0.445,124.995,206629,4
single,Forever and a Day,Forever and a Day Remastered (Special Version),3,False,False,So Many Years Ago 2021 - Special Version,0,0.39299999999999996,0.165,2,-24.320999999999998,1,0.0386,0.19,1.74e-06,0.147,0.201,122.18700000000001,309865,4
single,Rich Brian~bbno$,edamame (feat. Rich Brian),1,True,False,edamame (feat. Rich Brian),81,0.815,0.848,4,-4.704,0,0.115,0.023,0.000162,0.0265,0.684,106.03200000000001,133707,4
album,Was Goofy A Dog?,Boitumelo Mumina,15,True,False,2021 Is The Year Of The Ox,0,0.626,0.0598,5,-31.081999999999997,1,0.581,0.9059999999999999,0.000628,0.152,0.317,97.837,143673,4
single,Tory Lanez,SKAT (feat. DaBaby),1,True,False,SKAT (feat. DaBaby),74,0.909,0.446,1,-11.432,0,0.462,0.183,0.0,0.0789,0.6,128.033,231415,4
single,Lil Suave,2021 Might Have to Be My Year,1,True,False,2021 Might Have to Be My Year,0,0.8690000000000001,0.47200000000000003,4,-12.296,0,0.0958,0.0625,0.359,0.0928,0.275,158.06,119145,4
single,J Balvin~Skrillex,In Da Getto,1,False,False,In Da Getto,87,0.915,0.72,8,-3.1260000000000003,1,0.0459,0.025,1.42e-05,0.0942,0.631,126.986,131067,4
album,Lil Suave,Suave the God++,8,True,False,2021 Might Have to Be My Year,0,0.8690000000000001,0.47200000000000003,4,-12.296,0,0.0958,0.0625,0.359,0.0928,0.275,158.06,119145,4
album,"Tyler, The Creator",CALL ME IF YOU GET LOST,16,True,False,LUMBERJACK,75,0.386,0.762,9,-6.341,1,0.564,0.122,0.0,0.527,0.433,170.69099999999997,138312,4
single,Prakash Jal,A Mor Jaan Happy New Year 2021,1,False,False,A Mor Jaan Happy New Year 2021,0,0.4270000000000001,0.953,1,-0.9229999999999999,0,0.11900000000000001,0.272,0.0,0.335,0.523,79.182,351033,4
single,J Balvin,Que Locura,1,False,False,Que Locura,72,0.789,0.802,0,-5.818,0,0.0577,0.22,3.4399999999999996e-05,0.18899999999999997,0.765,112.962,199120,4
album,Mr.Klauzer,Fresh Mint,10,False,False,Radio Merry Christmas 2021 - Happy New Year,0,0.785,0.259,6,-20.523000000000003,0,0.0866,0.287,0.754,0.111,0.46,120.007,217696,4
album,J. Cole,The Off-Season,12,True,False,9 5 . s o u t h,74,0.713,0.7929999999999999,2,-5.277,1,0.397,0.271,0.0,0.727,0.203,71.72399999999998,196946,4
album,Morris M,Morris Iha,10,False,False,Holy Spirit Lead Me New Year 2021,0,0.731,0.32799999999999996,4,-12.127,1,0.0336,0.669,1.86e-05,0.272,0.517,131.946,290575,4
single,Parmalee,Songs from 'For You',3,False,False,Take My Name,72,0.5589999999999999,0.66,7,-4.143,1,0.0512,0.222,0.0,0.193,0.574,163.957,157907,4
single,Mr.Klauzer,Radio Merry Christmas 2021 (Happy New Year),1,False,False,Radio Merry Christmas 2021 - Happy New Year,0,0.785,0.259,6,-20.523000000000003,0,0.0866,0.287,0.754,0.111,0.46,120.007,217696,4
album,G Herbo,25,19,True,False,Cry No More,73,0.74,0.611,7,-7.312,1,0.155,0.22699999999999998,0.0,0.0991,0.534,129.947,221816,4
album,Amaranta,Live Streaming New Year 2021 (Remastered),14,False,False,Huaylas - Live Streaming New Year 2021 Remastered,12,0.532,0.8759999999999999,5,-10.247,0,0.257,0.23199999999999998,0.0,0.384,0.654,100.34899999999999,457619,5
single,Dua Lipa~Elton John~PNAU,Cold Heart (PNAU Remix),1,False,False,Cold Heart - PNAU Remix,81,0.7959999999999999,0.7979999999999999,1,-6.312,1,0.0317,0.034,4.1899999999999995e-05,0.0952,0.9420000000000001,116.03200000000001,202735,4
album,Xcaliber,Freestyle Session Vol. 1,17,True,False,Freestyle Session Pt. 17 (New Years 2021),0,0.8740000000000001,0.87,5,-7.066,0,0.207,0.8340000000000001,0.0,0.47200000000000003,0.9620000000000001,92.715,69317,4
single,Old Dominion,I Was On a Boat That Day,1,False,False,I Was On a Boat That Day,72,0.535,0.915,11,-3.819,1,0.0991,0.0069900000000000006,0.0,0.22399999999999998,0.731,140.13,178613,4
album,Was Goofy A Dog?,Boitumelo Mumina,15,True,False,2021 Is The Year Of The Aux,0,0.728,0.504,5,-19.505,1,0.804,0.951,0.0,0.183,0.14800000000000002,112.79899999999999,52663,4
album,Doja Cat,Planet Her (Deluxe),19,True,False,Get Into It (Yuh),76,0.912,0.655,8,-6.029,0,0.162,0.315,3.39e-05,0.0894,0.7929999999999999,91.94200000000001,138293,4
single,Ai PHE,Man of the year (2021 Remastered Version),1,True,False,Man of the year - 2021 Remastered Version,0,0.7929999999999999,0.821,3,-2.701,0,0.0937,0.15,0.000742,0.153,0.85,110.01799999999999,180908,4
single,Lovejoy,Are You Alright?,4,True,False,One Day,76,0.332,0.737,10,-8.572000000000001,0,0.0349,0.006959999999999999,0.0,0.0519,0.7609999999999999,183.333,144616,4
single,Edmel,Happy new year 2021 (Deep house style),1,False,False,Happy new year 2021 (Deep house style),0,0.6829999999999999,0.9209999999999999,4,-5.58,0,0.0616,0.000817,0.907,0.11800000000000001,0.4970000000000001,129.964,215663,4
single,EST Gee~Lil Baby,Real As It Gets (feat. EST Gee),1,True,False,Real As It Gets (feat. EST Gee),73,0.779,0.705,6,-5.891,0,0.163,0.00471,0.0,0.0971,0.196,140.005,192804,4
single,Hang Meas Singers,Sour Sdey Chnam Sakol (Happy New Year 2021),1,False,False,Sour Sdey Chnam Sakol (Happy New Year 2021),0,0.703,0.905,11,-5.773,0,0.0712,0.000692,0.000901,0.47700000000000004,0.524,124.98700000000001,452700,4
single,Clinton Kane,CHICKEN TENDIES,3,False,False,CHICKEN TENDIES,77,0.57,0.6890000000000001,7,-6.242000000000001,1,0.147,0.358,0.0,0.0819,0.568,100.087,196844,4
album,Amaranta,Live Streaming New Year 2021 (Remastered),14,False,False,Ingrato Amor - Live Streaming New Year 2021 Remastered,12,0.5820000000000001,0.594,10,-11.124,1,0.10800000000000001,0.35200000000000004,1.74e-05,0.0687,0.584,136.545,352647,4
single,Tai Verdes,A-O-K,2,True,False,A-O-K,70,0.731,0.626,11,-6.919,1,0.0805,0.125,0.0,0.183,0.862,82.488,173640,4
album,Choi Youngmin,"Youngmin Choi, Diary project May 2021",31,False,False,"May 20, 2021, One day 10 years ago",0,0.591,0.0571,9,-18.624000000000002,0,0.0734,0.9940000000000001,0.941,0.111,0.182,71.808,182973,5
album,Luke Bryan,Born Here Live Here Die Here (Deluxe Edition),16,False,False,Waves,72,0.494,0.7709999999999999,1,-4.309,1,0.0626,0.0649,0.0,0.11,0.371,136.053,228440,4
album,Byron Haskins,Minas Muses,13,False,False,Shiny Wet Cow (for Lunar New Year 2021),0,0.655,0.348,8,-13.978,1,0.0874,0.00602,0.8059999999999999,0.0984,0.473,180.128,210667,4
single,Justin Bieber,Hold On,1,False,False,Hold On,81,0.6579999999999999,0.634,1,-5.7970000000000015,0,0.0413,0.0106,0.0,0.132,0.29,139.98,170813,4
album,Amaranta,Live Streaming New Year 2021 (Remastered),14,False,False,Adios Tunantero - Live Streaming New Year 2021 Remastered,13,0.561,0.591,0,-10.698,1,0.0849,0.31,0.0,0.532,0.513,134.113,435673,3
album,Billie Eilish,Happier Than Ever,16,False,False,Everybody Dies,78,0.275,0.155,7,-17.285,0,0.0674,0.9279999999999999,0.17600000000000002,0.0888,0.0588,65.13600000000001,206623,3
single,Golu Gautam,Dil Se Happy New Year 2021 (Bhojpuri Song),1,False,False,Dil Se Happy New Year 2021 - Bhojpuri Song,0,0.622,0.99,10,0.754,0,0.065,0.254,0.0,0.18600000000000005,0.89,132.066,267262,4
single,Khalid,New Normal,1,False,False,New Normal,78,0.39,0.534,0,-9.575,1,0.0709,0.0807,0.0,0.184,0.244,92.04700000000001,198765,4
album,DoctorSpook,"Chill Out Lounge Relaxation 2021 Top 40 Chart Hits, Vol. 4 + DJ Mix 3Hr",41,False,False,Yearly - Chill Out Lounge Relaxation 2021 DJ Mixed,0,0.544,0.584,1,-9.676,1,0.0515,0.00548,0.721,0.198,0.43,123.656,302920,3
single,Brett Young,Not Yet,1,False,False,Not Yet,72,0.46399999999999997,0.7829999999999999,1,-6.108,1,0.0378,0.0006889999999999999,0.00016,0.32299999999999995,0.7340000000000001,170.02900000000002,174147,4
single,Alam Raj,Griting Naya Sal Ke (New Year Song 2021),1,False,False,Griting Naya Sal Ke - New Year Song 2021,0,0.6729999999999999,0.9890000000000001,8,-0.78,1,0.0947,0.371,0.0,0.19,0.879,120.045,304112,4
single,Tyler Rich,Better Than You're Used To,1,False,False,Better Than You’re Used To,72,0.586,0.8170000000000001,10,-5.352,1,0.0621,0.106,0.0,0.319,0.593,143.94899999999996,198034,4
album,Amaranta,Live Streaming New Year 2021 (Remastered),14,False,False,Eterno Viajero - Live Streaming New Year 2021 Remastered,12,0.619,0.682,0,-9.898,1,0.11900000000000001,0.409,1.03e-06,0.222,0.617,135.642,324903,4
album,Polo G,Hall of Fame,20,True,False,Black Hearted,74,0.506,0.563,1,-7.664,0,0.41100000000000003,0.0326,0.0,0.0856,0.153,168.146,190509,4
single,Bryan Breaux,Love: Trilogy (2021 Remastered Version),3,False,False,Love (New Year's Mix 2016) - 2021 Remastered Version,0,0.728,0.6970000000000001,7,-10.141,0,0.0461,0.172,0.0033399999999999997,0.124,0.7090000000000001,129.881,279735,4
single,KSI~Lil Wayne,Lose,1,True,False,Lose,79,0.682,0.721,0,-4.633,0,0.0284,0.0341,0.0,0.381,0.248,101.06700000000001,205653,4
album,Amaranta,Live Streaming New Year 2021 (Remastered),14,False,False,Dime Tu - Live Streaming New Year 2021 Remastered,13,0.5429999999999999,0.674,0,-11.661,1,0.076,0.304,0.0,0.318,0.688,95.76700000000001,276062,4
single,Imagine Dragons,Wrecked,1,False,False,Wrecked,83,0.626,0.56,0,-5.82,0,0.0288,0.14800000000000002,1.51e-05,0.109,0.22899999999999998,93.98899999999999,244005,4
single,DJ Kor~Ernest Kohl,Happy New Year 2021 (The DJ Kor Remixes),1,False,False,Happy New Year 2021 (The DJ Kor Remixes),0,0.565,0.9079999999999999,6,-12.475,0,0.0528,0.000212,0.265,0.365,0.46,140.043,594006,4
single,Kellin Quinn~Machine Gun Kelly,love race (feat. Kellin Quinn),1,False,False,love race (feat. Kellin Quinn),75,0.517,0.848,10,-4.053999999999999,1,0.0521,0.00581,0.0,0.214,0.429,95.906,188779,4
album,John R Graham,NHK大河ドラマ「麒麟がくる」オリジナル・サウンドトラック The Best,18,False,False,希求 - 2021 Remaster Version,0,0.0968,0.203,9,-18.569000000000006,0,0.0385,0.769,0.9329999999999999,0.07400000000000001,0.0316,87.09100000000002,411160,3
single,$uicideboy$,Materialism as a Means to an End,3,True,False,Materialism as a Means to an End,74,0.79,0.738,1,-6.416,1,0.478,0.129,5.28e-06,0.154,0.555,168.03,166250,4
album,Amaranta,Live Streaming New Year 2021 (Remastered),14,False,False,Me Siento Sola - Live Streaming New Year 2021 Remastered,12,0.466,0.647,7,-10.27,0,0.146,0.307,5.49e-06,0.397,0.479,131.78799999999998,375486,4
single,Bad Bunny,De Museo,1,False,False,De Museo,82,0.5920000000000001,0.494,4,-10.618,0,0.0747,0.237,0.0,0.13,0.231,132.037,209771,4
album,DoctorSpook,"Psychedelic Goa Trance 2021 Top 40 Chart Hits, Vol. 5 + DJ Mix 3Hr",41,False,False,Billions Light Years - Psychedelic Goa Trance 2021 DJ Mixed,0,0.633,0.9940000000000001,10,-3.7569999999999997,0,0.0353,8.93e-06,0.899,0.187,0.585,144.02100000000004,293333,4
single,Mr. Naisgai~Rauw Alejandro,2/Catorce,1,True,False,2/Catorce,85,0.54,0.455,3,-5.9879999999999995,1,0.22399999999999998,0.675,1.0800000000000003e-05,0.12,0.4320000000000001,83.876,212032,4
album,Amaranta,Live Streaming New Year 2021 (Remastered),14,False,False,Loca me Tienes - Live Streaming New Year 2021 Remastered,12,0.647,0.8059999999999999,8,-10.199,1,0.124,0.375,0.0,0.0841,0.904,98.70100000000001,214052,4
single,Maluma,Sobrio,1,False,False,Sobrio,88,0.762,0.77,5,-2.758,1,0.223,0.138,0.0,0.15,0.631,177.998,201181,4
album,Amaranta,Live Streaming New Year 2021 (Remastered),14,False,False,Mix de Tunantadas - Live Streaming New Year 2021 Remastered,14,0.563,0.6829999999999999,0,-10.068999999999999,1,0.158,0.21899999999999997,0.0,0.7290000000000001,0.585,131.915,913422,4
album,$uicideboy$,Long Term Effects of SUFFERING,13,False,False,Life is but a Stream~,34,0.755,0.669,5,-3.1719999999999997,0,0.0387,0.217,1.66e-06,0.102,0.22699999999999998,124.977,122880,4
single,Dj Biffen,Merry Christmas and Happy New Year 2021 (Radio Edit),1,True,False,Merry Christmas and Happy New Year 2021 - Radio Edit,0,0.887,0.633,8,-10.453,1,0.066,0.0629,0.922,0.0637,0.8490000000000001,130.023,176363,4
album,$uicideboy$,Long Term Effects of SUFFERING,13,False,False,Ugliest,20,0.753,0.55,5,-7.2010000000000005,0,0.36200000000000004,0.151,0.0314,0.141,0.382,174.15200000000004,178131,4
single,MAVER,Jingle Bells (Merry Christmas & Happy New Year 2021),1,False,False,Jingle Bells (Merry Christmas & Happy New Year 2021),0,0.581,0.872,7,-7.3770000000000024,1,0.0427,0.0369,0.0903,0.289,0.321,128.065,251351,4
album,$uicideboy$,Long Term Effects of SUFFERING,13,False,False,"If Self-Destruction Was an Olympic Event, I'd Be Tonya Harding",21,0.8809999999999999,0.8859999999999999,7,-5.2170000000000005,0,0.0792,0.33299999999999996,5.570000000000001e-05,0.162,0.616,126.04,142708,4
album,Amaranta,Live Streaming New Year 2021 (Remastered),14,False,False,Mi Gran Ilusion - Live Streaming New Year 2021 Remastered,13,0.602,0.585,0,-11.299000000000001,1,0.0692,0.39899999999999997,0.0,0.28,0.743,129.721,244599,4
album,$uicideboy$,Long Term Effects of SUFFERING,13,False,False,The Number You Have Dialed is Not in Service,15,0.7120000000000001,0.532,7,-6.752999999999999,0,0.21,0.6859999999999999,0.0,0.163,0.4370000000000001,140.998,166007,4
album,Chousand,Livesand! (No Crowd Killing) [Live],20,False,False,Brad's Dad Is Turning 16 Years Old (Live/2021),0,0.647,0.158,7,-21.896,1,0.688,0.493,0.0,0.5489999999999999,0.638,114.78200000000001,23493,5
album,$uicideboy$,Long Term Effects of SUFFERING,13,False,False,Degeneration in the Key of A Minor,13,0.84,0.847,6,-8.142000000000001,0,0.135,0.0796,0.0211,0.39,0.439,120.029,128000,4
album,Amaranta,Live Streaming New Year 2021 (Remastered),14,False,False,Mix Huanca II - Live Streaming New Year 2021 Remastered,14,0.556,0.655,11,-10.283,0,0.136,0.27,0.0,0.4370000000000001,0.536,136.441,958270,4
album,$uicideboy$,Long Term Effects of SUFFERING,13,False,False,5 Grand at 8 to 1,15,0.7759999999999999,0.7090000000000001,5,-4.4239999999999995,1,0.0892,0.439,0.0165,0.195,0.22399999999999998,91.936,169565,4
album,Amaranta,Live Streaming New Year 2021 (Remastered),14,False,False,Planta de Maguey - Live Streaming New Year 2021 Remastered,12,0.635,0.88,5,-9.567,1,0.14400000000000002,0.24,0.0,0.34700000000000003,0.8290000000000001,99.23700000000001,315470,4
album,$uicideboy$,Long Term Effects of SUFFERING,13,False,False,WE ENVY NOTHING IN THE WORLD.,12,0.672,0.785,2,-5.186,1,0.231,0.00156,0.000127,0.41700000000000004,0.188,160.94,171936,4
album,Amaranta,Live Streaming New Year 2021 (Remastered),14,False,False,Malo tu Corazon - Live Streaming New Year 2021 Remastered,14,0.578,0.625,0,-10.116,1,0.121,0.287,0.0,0.536,0.501,132.969,1046558,4
album,$uicideboy$,Long Term Effects of SUFFERING,13,False,False,Materialism as a Means to an End,13,0.7859999999999999,0.7190000000000001,1,-6.439,1,0.447,0.135,9.63e-06,0.153,0.475,168.06900000000005,166250,4
album,ghostkiller,years,17,False,False,2021,0,0.622,0.721,10,-11.577,0,0.273,0.0691,0.00923,0.15,0.408,75.946,115278,4
album,$uicideboy$,Long Term Effects of SUFFERING,13,False,False,New Profile Pic,11,0.857,0.711,5,-3.4730000000000003,0,0.139,0.0486,4.22e-06,0.188,0.649,83.52600000000002,127769,4
single,Yunginky,New years,5,False,False,2021,0,0.669,0.243,8,-15.027000000000001,1,0.152,0.44799999999999995,0.0,0.061,0.523,158.015,91193,4
album,$uicideboy$,Long Term Effects of SUFFERING,13,False,False,Bleach,12,0.551,0.802,10,-5.191,0,0.5670000000000001,0.203,0.000763,0.439,0.384,94.816,160241,3
album,400Sav,My Year,10,True,False,2021,0,0.868,0.7390000000000001,10,-10.618,0,0.22899999999999998,0.312,0.0,0.34,0.425,105.01799999999999,123343,4
